Date,Month,TimeOfDay,Item,PriceNaira,Quantity,IsWetSeason,IsInSeason,DaysSinceDelivery,StorageType,CurrentInflationRate,IsMarketDay,IsReligiousPeriod,TransportDisruption,SoldOut
2024-April-02,April,Evening,Chicken Wings,3167.24,17,1,0,1,cold,34.8,0,0,0,0
2024-April-02,April,Evening,Tomato,376.76,29,1,0,3,room,34.8,0,0,0,1
2024-April-02,April,Evening,Onion bulb,808.56,31,1,1,1,room,34.8,0,0,0,0
2024-April-02,April,Evening,Sweet potato,442.5,42,1,0,2,room,34.8,0,0,0,0
2024-April-02,April,Evening,Yam tuber,517.0,62,1,1,2,room,34.8,1,0,0,1
2024-April-03,April,Morning,Agric eggs medium size,1951.69,63,1,0,4,room,34.8,0,0,0,0
2024-April-03,April,Morning,Beans brown,1236.58,76,1,0,5,room,34.8,0,0,0,1
2024-April-03,April,Morning,Beans white black eye,1355.05,70,1,0,2,room,34.8,0,0,0,0
2024-April-03,April,Morning,Beef Bone in,3735.17,92,1,0,1,cold,34.8,1,0,0,1
2024-April-03,April,Morning,Beef boneless,5703.05,143,1,0,5,cold,34.8,1,0,0,1
2024-April-03,April,Morning,Catfish (obokun) fresh,4280.92,74,1,0,5,cold,34.8,0,0,0,1
2024-April-03,April,Morning,Catfish dried,6621.11,90,1,0,1,room,34.8,0,0,0,0
2024-April-03,April,Morning,Chicken Wings,4234.11,18,1,0,4,cold,34.8,0,0,0,1
2024-April-03,April,Morning,Tomato,1599.48,100,1,0,2,room,34.8,1,0,0,1
2024-April-03,April,Morning,Onion bulb,1171.82,34,1,1,1,room,34.8,0,0,0,1
2024-April-03,April,Morning,Sweet potato,824.7,55,1,0,2,room,34.8,0,0,0,1
2024-April-03,April,Morning,Yam tuber,801.42,44,1,1,3,room,34.8,0,0,0,1
2024-April-03,April,Afternoon,Agric eggs medium size,1663.78,45,1,0,1,room,34.8,0,0,0,0
2024-April-03,April,Afternoon,Beans brown,1684.96,69,1,0,5,room,34.8,1,0,0,0
2024-April-03,April,Afternoon,Beans white black eye,1318.82,45,1,0,2,room,34.8,0,0,0,1
2024-April-03,April,Afternoon,Beef Bone in,3715.7,45,1,0,4,cold,34.8,0,0,0,0
2024-April-03,April,Afternoon,Beef boneless,5898.12,61,1,0,2,cold,34.8,0,0,0,0
2024-April-03,April,Afternoon,Catfish (obokun) fresh,4223.71,51,1,0,1,cold,34.8,0,0,0,0
2024-April-03,April,Afternoon,Catfish dried,7131.98,26,1,0,5,room,34.8,0,0,0,0
2024-April-03,April,Afternoon,Chicken Wings,3012.74,40,1,0,1,cold,34.8,0,0,0,1
2024-April-03,April,Afternoon,Tomato,1484.22,62,1,0,3,room,34.8,0,0,0,1
2024-April-03,April,Afternoon,Onion bulb,669.02,41,1,1,1,room,34.8,0,0,0,1
2024-April-03,April,Afternoon,Sweet potato,1118.27,39,1,0,2,room,34.8,0,0,0,0
2024-April-03,April,Afternoon,Yam tuber,774.34,13,1,1,1,room,34.8,0,0,0,0
2024-April-03,April,Evening,Agric eggs medium size,1583.34,34,1,0,2,room,34.8,0,0,0,0
2024-April-03,April,Evening,Beans brown,1287.88,65,1,0,1,room,34.8,0,0,0,0
2024-April-03,April,Evening,Beans white black eye,1161.4,40,1,0,1,room,34.8,0,0,0,0
2024-April-03,April,Evening,Beef Bone in,3339.07,62,1,0,2,cold,34.8,0,0,0,0
2024-April-03,April,Evening,Beef boneless,3871.65,35,1,0,3,cold,34.8,0,0,0,0
2024-April-03,April,Evening,Catfish (obokun) fresh,3573.5,39,1,0,1,cold,34.8,0,1,0,0
2024-April-03,April,Evening,Catfish dried,4536.31,14,1,0,4,room,34.8,1,0,0,1
2024-April-03,April,Evening,Chicken Wings,2145.49,35,1,0,4,cold,34.8,0,0,0,1
2024-April-03,April,Evening,Tomato,719.91,26,1,0,1,room,34.8,0,0,0,0
2024-April-03,April,Evening,Onion bulb,681.86,57,1,1,3,room,34.8,0,0,0,1
2024-April-03,April,Evening,Sweet potato,507.92,55,1,0,2,room,34.8,1,0,0,0
2024-April-03,April,Evening,Yam tuber,530.39,54,1,1,3,room,34.8,0,0,0,1
2024-April-04,April,Morning,Agric eggs medium size,2586.85,59,1,0,3,room,34.8,0,1,0,0
2024-April-04,April,Morning,Beans brown,1271.13,66,1,0,4,room,34.8,1,0,0,1
2024-April-04,April,Morning,Beans white black eye,1721.59,48,1,0,3,room,34.8,0,0,0,1
2024-April-04,April,Morning,Beef Bone in,4310.03,68,1,0,3,cold,34.8,0,0,0,1
2024-April-04,April,Morning,Beef boneless,7386.75,58,1,0,4,cold,34.8,0,1,0,1
2024-April-04,April,Morning,Catfish (obokun) fresh,4013.34,69,1,0,2,cold,34.8,0,0,0,1
2024-April-04,April,Morning,Catfish dried,7157.76,81,1,0,1,room,34.8,1,0,0,0
2024-April-04,April,Morning,Chicken Wings,4703.17,44,1,0,5,cold,34.8,1,1,0,1
2024-April-04,April,Morning,Tomato,1980.53,60,1,0,5,room,34.8,0,0,0,1
2024-April-04,April,Morning,Onion bulb,1305.38,57,1,1,4,room,34.8,0,0,0,0
2024-April-04,April,Morning,Sweet potato,537.4,64,1,0,4,room,34.8,0,0,0,1
2024-April-04,April,Morning,Yam tuber,884.74,36,1,1,2,room,34.8,0,0,0,0
2024-April-04,April,Afternoon,Agric eggs medium size,1666.22,71,1,0,1,room,34.8,1,0,0,0
2024-April-04,April,Afternoon,Beans brown,1698.44,72,1,0,2,room,34.8,0,0,0,0
2024-April-04,April,Afternoon,Beans white black eye,1546.57,72,1,0,2,room,34.8,1,0,0,0
2024-April-04,April,Afternoon,Beef Bone in,4043.86,62,1,0,4,cold,34.8,0,0,0,1
2024-April-04,April,Afternoon,Beef boneless,5895.06,83,1,0,5,cold,34.8,0,0,0,0
2024-April-04,April,Afternoon,Catfish (obokun) fresh,4073.99,74,1,0,1,cold,34.8,1,0,0,1
2024-April-04,April,Afternoon,Catfish dried,7750.49,58,1,0,5,room,34.8,0,0,0,0
2024-April-04,April,Afternoon,Chicken Wings,3794.22,47,1,0,3,cold,34.8,0,0,0,1
2024-April-04,April,Afternoon,Tomato,1879.13,72,1,0,4,room,34.8,0,1,0,0
2024-April-04,April,Afternoon,Onion bulb,1169.02,38,1,1,5,room,34.8,0,0,0,1
2024-April-04,April,Afternoon,Sweet potato,977.42,72,1,0,5,room,34.8,0,0,0,0
2024-April-04,April,Afternoon,Yam tuber,646.9,56,1,1,1,room,34.8,0,1,0,0
2024-April-04,April,Evening,Agric eggs medium size,1337.4,46,1,0,5,room,34.8,0,0,0,0
2024-April-04,April,Evening,Beans brown,700.86,28,1,0,2,room,34.8,0,0,0,0
2024-April-04,April,Evening,Beans white black eye,933.64,30,1,0,1,room,34.8,0,0,0,0
2024-April-04,April,Evening,Beef Bone in,2706.22,37,1,0,3,cold,34.8,0,0,0,1
2024-April-04,April,Evening,Beef boneless,3882.06,15,1,0,3,cold,34.8,0,0,0,0
2024-April-04,April,Evening,Catfish (obokun) fresh,2871.81,30,1,0,4,cold,34.8,0,0,0,1
2024-April-04,April,Evening,Catfish dried,3708.69,35,1,0,4,room,34.8,0,0,0,0
2024-April-04,April,Evening,Chicken Wings,2878.5,18,1,0,3,cold,34.8,0,0,0,0
2024-April-04,April,Evening,Tomato,712.47,19,1,0,2,room,34.8,0,0,0,0
2024-April-04,April,Evening,Onion bulb,722.08,47,1,1,3,room,34.8,0,0,0,0
2024-April-04,April,Evening,Sweet potato,568.64,40,1,0,3,room,34.8,1,0,0,1
2024-April-04,April,Evening,Yam tuber,665.37,26,1,1,2,room,34.8,0,0,0,0
2024-April-05,April,Morning,Agric eggs medium size,1882.32,16,1,0,1,room,34.8,1,0,1,1
2024-April-05,April,Morning,Beans brown,1451.89,47,1,0,3,room,34.8,0,0,1,1
2024-April-05,April,Morning,Beans white black eye,1253.52,20,1,0,3,room,34.8,0,0,1,1
2024-April-05,April,Morning,Beef Bone in,6589.99,33,1,0,2,cold,34.8,0,1,1,1
2024-April-05,April,Morning,Beef boneless,5529.23,63,1,0,3,cold,34.8,0,0,1,1
2024-April-05,April,Morning,Catfish (obokun) fresh,4151.08,23,1,0,1,cold,34.8,0,0,1,0
2024-April-05,April,Morning,Catfish dried,8342.39,32,1,0,2,room,34.8,0,0,1,1
2024-April-05,April,Morning,Chicken Wings,3923.73,50,1,0,5,cold,34.8,0,0,1,1
2024-April-05,April,Morning,Tomato,1039.57,101,1,0,4,room,34.8,0,0,1,0
2024-April-05,April,Morning,Onion bulb,1336.11,24,1,1,4,room,34.8,0,0,1,0
2024-April-05,April,Morning,Sweet potato,1229.94,45,1,0,1,room,34.8,0,0,1,1
2024-April-05,April,Morning,Yam tuber,569.38,18,1,1,2,room,34.8,0,0,1,1
2024-April-05,April,Afternoon,Agric eggs medium size,2143.57,40,1,0,5,room,34.8,1,0,1,0
2024-April-05,April,Afternoon,Beans brown,1425.4,38,1,0,1,room,34.8,0,0,1,1
2024-April-05,April,Afternoon,Beans white black eye,1396.21,37,1,0,3,room,34.8,0,0,1,0
2024-April-05,April,Afternoon,Beef Bone in,3138.25,39,1,0,5,cold,34.8,1,0,1,0
2024-April-05,April,Afternoon,Beef boneless,6299.35,39,1,0,2,cold,34.8,0,1,1,0
2024-April-05,April,Afternoon,Catfish (obokun) fresh,3571.06,37,1,0,2,cold,34.8,0,0,1,1
2024-April-05,April,Afternoon,Catfish dried,9171.47,58,1,0,4,room,34.8,0,0,1,0
2024-April-05,April,Afternoon,Chicken Wings,3456.81,52,1,0,5,cold,34.8,1,0,1,1
2024-April-05,April,Afternoon,Tomato,1895.24,27,1,0,2,room,34.8,1,0,1,1
2024-April-05,April,Afternoon,Onion bulb,788.85,81,1,1,5,room,34.8,1,0,1,0
2024-April-05,April,Afternoon,Sweet potato,876.99,21,1,0,4,room,34.8,1,0,1,1
2024-April-05,April,Afternoon,Yam tuber,1183.15,37,1,1,4,room,34.8,0,0,1,0
2024-April-06,April,Morning,Agric eggs medium size,2481.15,47,1,0,4,room,34.8,0,0,0,0
2024-April-06,April,Morning,Beans brown,974.94,37,1,0,3,room,34.8,0,0,0,0
2024-April-06,April,Morning,Beans white black eye,1335.66,48,1,0,1,room,34.8,0,0,0,0
2024-April-06,April,Morning,Beef Bone in,4981.36,47,1,0,5,cold,34.8,0,0,0,1
2024-April-06,April,Morning,Beef boneless,5462.4,55,1,0,1,cold,34.8,0,0,0,1
2024-April-06,April,Morning,Catfish (obokun) fresh,4380.14,74,1,0,1,cold,34.8,0,0,0,1
2024-April-06,April,Morning,Catfish dried,8461.08,47,1,0,2,room,34.8,0,0,0,0
2024-April-06,April,Morning,Chicken Wings,6341.27,36,1,0,3,cold,34.8,0,1,0,1
2024-April-06,April,Morning,Tomato,1182.39,33,1,0,3,room,34.8,0,0,0,1
2024-April-06,April,Morning,Onion bulb,1162.11,80,1,1,4,room,34.8,0,0,0,1
2024-April-06,April,Morning,Sweet potato,914.32,18,1,0,4,room,34.8,1,0,0,1
2024-April-06,April,Morning,Yam tuber,702.59,65,1,1,5,room,34.8,0,0,0,1
2024-April-06,April,Afternoon,Agric eggs medium size,3193.24,38,1,0,3,room,34.8,0,1,0,1
2024-April-06,April,Afternoon,Beans brown,1485.45,40,1,0,2,room,34.8,0,0,0,0
2024-April-06,April,Afternoon,Beans white black eye,1702.47,19,1,0,1,room,34.8,1,1,0,0
2024-April-06,April,Afternoon,Beef Bone in,3868.78,42,1,0,2,cold,34.8,0,0,0,0
2024-April-06,April,Afternoon,Beef boneless,4948.2,55,1,0,1,cold,34.8,0,0,0,0
2024-April-06,April,Afternoon,Catfish (obokun) fresh,3793.74,70,1,0,3,cold,34.8,0,0,0,1
2024-April-06,April,Afternoon,Catfish dried,11234.22,82,1,0,4,room,34.8,1,1,0,0
2024-April-06,April,Afternoon,Chicken Wings,2874.04,41,1,0,1,cold,34.8,1,1,0,1
2024-April-06,April,Afternoon,Tomato,1264.71,77,1,0,3,room,34.8,0,0,0,0
2024-April-06,April,Afternoon,Onion bulb,581.08,93,1,1,3,room,34.8,1,0,0,1
2024-April-06,April,Afternoon,Sweet potato,1577.55,73,1,0,3,room,34.8,0,0,0,0
2024-April-06,April,Afternoon,Yam tuber,752.25,51,1,1,1,room,34.8,0,0,0,0
2024-April-06,April,Evening,Agric eggs medium size,1570.32,11,1,0,2,room,34.8,0,1,0,0
2024-April-06,April,Evening,Beans brown,992.67,36,1,0,5,room,34.8,0,0,0,1
2024-April-06,April,Evening,Beans white black eye,951.15,45,1,0,1,room,34.8,0,0,0,0
2024-April-06,April,Evening,Beef Bone in,3619.54,26,1,0,2,cold,34.8,0,0,0,1
2024-April-06,April,Evening,Beef boneless,2975.48,64,1,0,4,cold,34.8,1,0,0,1
2024-April-06,April,Evening,Catfish (obokun) fresh,2719.28,26,1,0,5,cold,34.8,0,0,0,0
2024-April-06,April,Evening,Catfish dried,5267.56,27,1,0,1,room,34.8,0,1,0,1
2024-April-06,April,Evening,Chicken Wings,2305.51,74,1,0,3,cold,34.8,1,0,0,0
2024-April-06,April,Evening,Tomato,755.86,39,1,0,4,room,34.8,0,1,0,0
2024-April-06,April,Evening,Onion bulb,950.36,45,1,1,5,room,34.8,0,0,0,0
2024-April-06,April,Evening,Sweet potato,490.73,35,1,0,1,room,34.8,0,0,0,0
2024-April-06,April,Evening,Yam tuber,542.77,17,1,1,2,room,34.8,0,0,0,1
2024-April-07,April,Morning,Agric eggs medium size,2229.9,57,1,0,4,room,34.8,0,0,0,0
2024-April-07,April,Morning,Beans brown,1641.9,61,1,0,3,room,34.8,1,0,0,1
2024-April-07,April,Morning,Beans white black eye,1172.64,83,1,0,3,room,34.8,0,0,0,0
2024-April-07,April,Morning,Beef Bone in,4681.88,56,1,0,4,cold,34.8,0,0,0,1
2024-April-07,April,Morning,Beef boneless,6017.51,84,1,0,4,cold,34.8,0,0,0,1
2024-April-07,April,Morning,Catfish (obokun) fresh,3799.04,62,1,0,5,cold,34.8,1,0,0,1
2024-April-07,April,Morning,Catfish dried,5195.06,34,1,0,1,room,34.8,0,0,0,0
2024-April-07,April,Morning,Chicken Wings,4698.38,79,1,0,2,cold,34.8,0,0,0,1
2024-April-07,April,Morning,Tomato,2758.7,35,1,0,5,room,34.8,0,1,0,1
2024-April-07,April,Morning,Onion bulb,886.64,82,1,1,5,room,34.8,0,0,0,0
2024-April-07,April,Morning,Sweet potato,937.1,74,1,0,5,room,34.8,0,0,0,1
2024-April-07,April,Morning,Yam tuber,657.82,45,1,1,4,room,34.8,0,0,0,1
2024-April-07,April,Afternoon,Agric eggs medium size,1852.38,93,1,0,2,room,34.8,1,0,0,1
2024-April-07,April,Afternoon,Beans brown,1498.7,53,1,0,5,room,34.8,0,0,0,1
2024-April-07,April,Afternoon,Beans white black eye,1437.93,69,1,0,4,room,34.8,1,0,0,0
2024-April-07,April,Afternoon,Beef Bone in,3928.55,62,1,0,3,cold,34.8,0,0,0,1
2024-April-07,April,Afternoon,Beef boneless,7693.03,46,1,0,5,cold,34.8,0,1,0,0
2024-April-07,April,Afternoon,Catfish (obokun) fresh,3999.69,48,1,0,3,cold,34.8,0,0,0,0
2024-April-07,April,Afternoon,Catfish dried,6302.53,48,1,0,5,room,34.8,0,0,0,0
2024-April-07,April,Afternoon,Chicken Wings,4089.45,47,1,0,5,cold,34.8,0,0,0,1
2024-April-07,April,Afternoon,Tomato,1353.47,87,1,0,4,room,34.8,1,0,0,1
2024-April-07,April,Afternoon,Onion bulb,1399.92,41,1,1,2,room,34.8,0,1,0,1
2024-April-07,April,Afternoon,Sweet potato,650.39,61,1,0,1,room,34.8,0,0,0,0
2024-April-07,April,Afternoon,Yam tuber,744.07,36,1,1,4,room,34.8,0,0,0,1
2024-April-07,April,Evening,Agric eggs medium size,1273.36,46,1,0,2,room,34.8,0,0,0,0
2024-April-07,April,Evening,Beans brown,1183.41,40,1,0,3,room,34.8,0,0,0,1
2024-April-07,April,Evening,Beans white black eye,1530.78,13,1,0,4,room,34.8,0,0,0,0
2024-April-07,April,Evening,Beef Bone in,2558.37,28,1,0,1,cold,34.8,0,0,0,1
2024-April-07,April,Evening,Beef boneless,3019.69,49,1,0,4,cold,34.8,1,0,0,0
2024-April-07,April,Evening,Catfish (obokun) fresh,3707.53,45,1,0,3,cold,34.8,0,1,0,0
2024-April-07,April,Evening,Catfish dried,5368.58,20,1,0,5,room,34.8,0,0,0,0
2024-April-07,April,Evening,Chicken Wings,3160.28,32,1,0,1,cold,34.8,0,0,0,0
2024-April-07,April,Evening,Tomato,942.04,27,1,0,4,room,34.8,1,0,0,1
2024-April-07,April,Evening,Onion bulb,493.12,55,1,1,2,room,34.8,0,0,0,1
2024-April-07,April,Evening,Sweet potato,680.11,65,1,0,2,room,34.8,0,0,0,1
2024-April-07,April,Evening,Yam tuber,746.45,40,1,1,5,room,34.8,0,0,0,0
2024-April-08,April,Morning,Agric eggs medium size,2236.52,64,1,0,2,room,34.8,0,0,0,1
2024-April-08,April,Morning,Beans brown,1649.15,70,1,0,5,room,34.8,0,0,0,1
2024-April-08,April,Morning,Beans white black eye,1094.91,71,1,0,1,room,34.8,0,0,0,1
2024-April-08,April,Morning,Beef Bone in,6626.44,31,1,0,2,cold,34.8,0,1,0,1
2024-April-08,April,Morning,Beef boneless,5407.74,78,1,0,1,cold,34.8,0,0,0,1
2024-April-08,April,Morning,Catfish (obokun) fresh,4285.36,63,1,0,2,cold,34.8,1,1,0,1
2024-April-08,April,Morning,Catfish dried,6167.37,71,1,0,5,room,34.8,1,0,0,1
2024-April-08,April,Morning,Chicken Wings,3460.45,64,1,0,4,cold,34.8,0,0,0,1
2024-April-08,April,Morning,Tomato,1847.89,61,1,0,3,room,34.8,0,0,0,0
2024-April-08,April,Morning,Onion bulb,567.23,68,1,1,1,room,34.8,0,0,0,0
2024-April-08,April,Morning,Sweet potato,794.02,80,1,0,2,room,34.8,0,0,0,1
2024-April-08,April,Morning,Yam tuber,1035.85,22,1,1,4,room,34.8,0,1,0,1
2024-April-08,April,Afternoon,Agric eggs medium size,1932.29,70,1,0,5,room,34.8,0,0,0,0
2024-April-08,April,Afternoon,Beans brown,1505.72,60,1,0,2,room,34.8,0,0,0,0
2024-April-08,April,Afternoon,Beans white black eye,1548.04,43,1,0,3,room,34.8,1,0,0,0
2024-April-08,April,Afternoon,Beef Bone in,4800.56,40,1,0,2,cold,34.8,0,0,0,0
2024-April-08,April,Afternoon,Beef boneless,5148.5,59,1,0,3,cold,34.8,0,0,0,0
2024-April-08,April,Afternoon,Catfish (obokun) fresh,3271.09,69,1,0,5,cold,34.8,1,0,0,1
2024-April-08,April,Afternoon,Catfish dried,7188.87,51,1,0,4,room,34.8,0,0,0,0
2024-April-08,April,Afternoon,Chicken Wings,3545.6,42,1,0,4,cold,34.8,0,0,0,0
2024-April-08,April,Afternoon,Tomato,1225.75,51,1,0,2,room,34.8,0,0,0,1
2024-April-08,April,Afternoon,Onion bulb,1563.11,58,1,1,5,room,34.8,1,0,0,1
2024-April-08,April,Afternoon,Sweet potato,689.47,66,1,0,2,room,34.8,0,0,0,0
2024-April-08,April,Afternoon,Yam tuber,487.63,87,1,1,1,room,34.8,1,0,0,1
2024-April-08,April,Evening,Agric eggs medium size,1302.82,23,1,0,2,room,34.8,0,0,0,0
2024-April-08,April,Evening,Beans brown,1293.81,61,1,0,5,room,34.8,0,0,0,0
2024-April-08,April,Evening,Beans white black eye,953.97,24,1,0,3,room,34.8,0,0,0,0
2024-April-08,April,Evening,Beef Bone in,3097.35,52,1,0,3,cold,34.8,0,0,0,0
2024-April-08,April,Evening,Beef boneless,4822.48,46,1,0,3,cold,34.8,0,0,0,0
2024-April-08,April,Evening,Catfish (obokun) fresh,2454.94,47,1,0,1,cold,34.8,0,0,0,0
2024-April-08,April,Evening,Catfish dried,4385.75,51,1,0,3,room,34.8,1,0,0,0
2024-April-08,April,Evening,Chicken Wings,2746.95,49,1,0,2,cold,34.8,0,0,0,0
2024-April-08,April,Evening,Tomato,1037.71,70,1,0,1,room,34.8,1,0,0,0
2024-April-08,April,Evening,Onion bulb,347.92,50,1,1,1,room,34.8,0,0,0,0
2024-April-08,April,Evening,Sweet potato,434.48,49,1,0,2,room,34.8,0,0,0,1
2024-April-08,April,Evening,Yam tuber,511.39,36,1,1,1,room,34.8,0,1,0,0
2024-April-09,April,Morning,Agric eggs medium size,2641.05,80,1,0,5,room,34.8,0,0,0,1
2024-April-09,April,Morning,Beans brown,1510.8,68,1,0,2,room,34.8,0,0,0,0
2024-April-09,April,Morning,Beans white black eye,1541.42,87,1,0,4,room,34.8,0,0,0,1
2024-April-09,April,Morning,Beef Bone in,5007.89,59,1,0,4,cold,34.8,0,0,0,0
2024-April-09,April,Morning,Beef boneless,5713.82,77,1,0,4,cold,34.8,0,0,0,0
2024-April-09,April,Morning,Catfish (obokun) fresh,3296.42,84,1,0,4,cold,34.8,0,0,0,1
2024-April-09,April,Morning,Catfish dried,7515.77,78,1,0,2,room,34.8,0,0,0,0
2024-April-09,April,Morning,Chicken Wings,4129.35,78,1,0,4,cold,34.8,0,0,0,1
2024-April-09,April,Morning,Tomato,1407.96,58,1,0,4,room,34.8,0,1,0,0
2024-April-09,April,Morning,Onion bulb,1119.1,54,1,1,5,room,34.8,0,0,0,1
2024-April-09,April,Morning,Sweet potato,879.56,71,1,0,4,room,34.8,0,0,0,1
2024-April-09,April,Morning,Yam tuber,575.31,57,1,1,2,room,34.8,0,0,0,1
2024-April-09,April,Afternoon,Agric eggs medium size,2122.94,41,1,0,1,room,34.8,0,0,0,0
2024-April-09,April,Afternoon,Beans brown,1643.45,54,1,0,3,room,34.8,0,0,0,0
2024-April-09,April,Afternoon,Beans white black eye,1805.52,55,1,0,5,room,34.8,0,0,0,1
2024-April-09,April,Afternoon,Beef Bone in,4066.52,26,1,0,4,cold,34.8,0,0,0,1
2024-April-09,April,Afternoon,Beef boneless,6428.81,61,1,0,5,cold,34.8,0,1,0,0
2024-April-09,April,Afternoon,Catfish (obokun) fresh,4458.59,44,1,0,1,cold,34.8,0,1,0,1
2024-April-09,April,Afternoon,Catfish dried,10229.99,58,1,0,4,room,34.8,0,0,0,1
2024-April-09,April,Afternoon,Chicken Wings,3685.57,38,1,0,5,cold,34.8,0,0,0,0
2024-April-09,April,Afternoon,Tomato,1696.4,60,1,0,2,room,34.8,0,0,0,0
2024-April-09,April,Afternoon,Onion bulb,1024.74,77,1,1,5,room,34.8,1,0,0,1
2024-April-09,April,Afternoon,Sweet potato,569.03,59,1,0,3,room,34.8,0,0,0,0
2024-April-09,April,Afternoon,Yam tuber,844.93,42,1,1,1,room,34.8,0,0,0,1
2024-April-09,April,Evening,Agric eggs medium size,2181.4,59,1,0,1,room,34.8,0,1,0,0
2024-April-09,April,Evening,Beans brown,982.47,51,1,0,3,room,34.8,0,0,0,0
2024-April-09,April,Evening,Beans white black eye,1274.9,29,1,0,4,room,34.8,0,0,0,0
2024-April-09,April,Evening,Beef Bone in,1978.21,35,1,0,3,cold,34.8,0,0,0,0
2024-April-09,April,Evening,Beef boneless,4124.33,13,1,0,3,cold,34.8,0,0,0,0
2024-April-09,April,Evening,Catfish (obokun) fresh,2812.3,50,1,0,2,cold,34.8,0,0,0,1
2024-April-09,April,Evening,Catfish dried,6239.4,58,1,0,5,room,34.8,0,0,0,0
2024-April-09,April,Evening,Chicken Wings,3581.74,47,1,0,3,cold,34.8,0,0,0,0
2024-April-09,April,Evening,Tomato,1416.7,22,1,0,4,room,34.8,0,0,0,0
2024-April-09,April,Evening,Onion bulb,866.88,22,1,1,4,room,34.8,0,0,0,0
2024-April-09,April,Evening,Sweet potato,745.01,17,1,0,5,room,34.8,0,0,0,0
2024-April-09,April,Evening,Yam tuber,566.5,19,1,1,4,room,34.8,0,0,0,1
2024-April-10,April,Morning,Agric eggs medium size,1977.4,24,1,0,2,room,34.8,0,0,0,0
2024-April-10,April,Morning,Beans brown,1402.53,58,1,0,3,room,34.8,0,0,0,0
2024-April-10,April,Morning,Beans white black eye,1784.9,57,1,0,3,room,34.8,0,0,0,1
2024-April-10,April,Morning,Beef Bone in,4346.83,53,1,0,2,cold,34.8,0,0,0,1
2024-April-10,April,Morning,Beef boneless,5581.89,52,1,0,2,cold,34.8,0,0,0,1
2024-April-10,April,Morning,Catfish (obokun) fresh,4413.93,111,1,0,3,cold,34.8,1,0,0,0
2024-April-10,April,Morning,Catfish dried,6441.1,76,1,0,4,room,34.8,0,0,0,0
2024-April-10,April,Morning,Chicken Wings,3300.57,80,1,0,2,cold,34.8,0,0,0,1
2024-April-10,April,Morning,Tomato,1359.61,59,1,0,3,room,34.8,0,0,0,0
2024-April-10,April,Morning,Onion bulb,796.17,38,1,1,2,room,34.8,0,1,0,1
2024-April-10,April,Morning,Sweet potato,865.37,54,1,0,5,room,34.8,0,0,0,1
2024-April-10,April,Morning,Yam tuber,782.25,54,1,1,4,room,34.8,0,0,0,0
2024-April-10,April,Afternoon,Agric eggs medium size,2807.22,58,1,0,5,room,34.8,0,1,0,0
2024-April-10,April,Afternoon,Beans brown,1946.87,33,1,0,3,room,34.8,0,1,0,0
2024-April-10,April,Afternoon,Beans white black eye,1554.65,37,1,0,1,room,34.8,0,0,0,0
2024-April-10,April,Afternoon,Beef Bone in,4929.66,38,1,0,5,cold,34.8,0,0,0,0
2024-April-10,April,Afternoon,Beef boneless,4741.33,57,1,0,5,cold,34.8,1,0,0,0
2024-April-10,April,Afternoon,Catfish (obokun) fresh,2875.21,52,1,0,5,cold,34.8,1,0,0,0
2024-April-10,April,Afternoon,Catfish dried,5817.79,41,1,0,1,room,34.8,1,0,0,0
2024-April-10,April,Afternoon,Chicken Wings,4352.8,47,1,0,4,cold,34.8,1,0,0,1
2024-April-10,April,Afternoon,Tomato,1286.04,82,1,0,3,room,34.8,0,0,0,0
2024-April-10,April,Afternoon,Onion bulb,1508.32,39,1,1,3,room,34.8,0,0,0,0
2024-April-10,April,Afternoon,Sweet potato,812.89,47,1,0,1,room,34.8,0,0,0,0
2024-April-10,April,Afternoon,Yam tuber,953.69,70,1,1,3,room,34.8,0,0,0,0
2024-April-10,April,Evening,Agric eggs medium size,775.97,34,1,0,2,room,34.8,0,0,0,1
2024-April-10,April,Evening,Beans brown,1295.18,42,1,0,1,room,34.8,1,0,0,1
2024-April-10,April,Evening,Beans white black eye,1510.55,51,1,0,3,room,34.8,0,0,0,0
2024-April-10,April,Evening,Beef Bone in,3133.54,60,1,0,3,cold,34.8,0,0,0,0
2024-April-10,April,Evening,Beef boneless,5201.34,32,1,0,4,cold,34.8,0,0,0,0
2024-April-10,April,Evening,Catfish (obokun) fresh,1792.23,61,1,0,3,cold,34.8,0,0,0,0
2024-April-10,April,Evening,Catfish dried,6041.13,44,1,0,3,room,34.8,0,0,0,0
2024-April-10,April,Evening,Chicken Wings,1974.78,10,1,0,5,cold,34.8,0,0,0,1
2024-April-10,April,Evening,Tomato,717.97,36,1,0,5,room,34.8,0,0,0,0
2024-April-10,April,Evening,Onion bulb,468.94,49,1,1,2,room,34.8,0,0,0,0
2024-April-10,April,Evening,Sweet potato,380.05,18,1,0,1,room,34.8,0,0,0,1
2024-April-10,April,Evening,Yam tuber,491.63,77,1,1,2,room,34.8,0,0,0,1
2024-April-11,April,Morning,Agric eggs medium size,1419.78,52,1,0,1,room,34.8,0,0,0,1
2024-April-11,April,Morning,Beans brown,1951.61,42,1,0,5,room,34.8,0,0,0,1
2024-April-11,April,Morning,Beans white black eye,1840.66,76,1,0,4,room,34.8,0,0,0,0
2024-April-11,April,Morning,Beef Bone in,5852.23,37,1,0,3,cold,34.8,0,1,0,1
2024-April-11,April,Morning,Beef boneless,6436.9,62,1,0,2,cold,34.8,0,0,0,1
